[rosmaster.main][INFO] 2016-07-13 20:43:22,747: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-07-13 20:43:22,747: Starting ROS Master Node
[rosmaster.master][INFO] 2016-07-13 20:43:23,784: +PARAM [/move_group/planner_configs/PRMkConfigDefault/max_nearest_neighbors] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,785: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,785: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,786: +PARAM [/move_group/allowed_execution_duration_scaling] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,787: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,787: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,788: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,788: +PARAM [/robot_description_planning/joint_limits/mico_joint_2/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,789: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,790: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,790: +PARAM [/move_group/planner_configs/SBLkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,791: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/frountierNodeRatio] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,792: +PARAM [/robot_description_kinematics/arm/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,792: +PARAM [/move_group/moveit_controller_manager] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,793: +PARAM [/move_group/planning_plugin] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,794: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,795: +PARAM [/wpi_jaco/max_speed_finger] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,795: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/max_states_failed] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,796: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,797: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,798: +PARAM [/move_group/planner_configs/ESTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,798: +PARAM [/rviz_ros_indigo_desktop_trusty64_8977_9193524911559944309/arm/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,799: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,799: +PARAM [/wpi_jaco/gripper_open] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,800: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,801: +PARAM [/move_group/planner_configs/PRMstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,801: +PARAM [/move_group/planner_configs/RRTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,802: +PARAM [/move_group/allow_trajectory_execution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,803: +PARAM [/move_group/planner_configs/ESTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,803: +PARAM [/rviz_ros_indigo_desktop_trusty64_8977_9193524911559944309/arm/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,804: +PARAM [/move_group/start_state_max_bounds_error] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,804: +PARAM [/robot_description_kinematics/arm/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,805: +PARAM [/move_group/max_range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,805: +PARAM [/move_group/arm/planner_configs] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,806: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,806: +PARAM [/joint_state_publisher/use_gui] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,806: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,807: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,808: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/border_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,808: +PARAM [/wpi_jaco/arm_name] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,809: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,810: +PARAM [/move_group/moveit_manage_controllers] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,810: +PARAM [/move_group/planner_configs/ESTkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,811: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/border_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,811: +PARAM [/move_group/jiggle_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,812: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,813: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,813: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,814: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/temp_change_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,814: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,815: +PARAM [/move_group/planner_configs/SBLkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,816: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,816: +PARAM [/move_group/capabilities] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,816: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,817: +PARAM [/rviz_ros_indigo_desktop_trusty64_8977_9193524911559944309/arm/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,818: +PARAM [/wpi_jaco/num_fingers] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,818: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,819: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/k_constant] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,819: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,820: +PARAM [/robot_state_publisher/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,820: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,821: +PARAM [/wpi_jaco/finger_scale] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,821: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,822: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,822: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,823: +PARAM [/rviz_ros_indigo_desktop_trusty64_8977_9193524911559944309/arm/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,824: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,825: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,825: +PARAM [/move_group/request_adapters] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,825: +PARAM [/wpi_jaco/gripper_closed] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,826: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/min_temperature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,827: +PARAM [/wpi_jaco/max_curvature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,827: +PARAM [/move_group/octomap_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,828: +PARAM [/move_group/allowed_goal_duration_margin] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,828: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,829: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,830: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/init_temperature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,830: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,831: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,832: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,832: +PARAM [/robot_description_planning/joint_limits/mico_joint_2/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,834: +PARAM [/robot_description_kinematics/arm/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,835: +SERVICE [/rosout/get_loggers] /rosout http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:23,835: +PARAM [/wpi_jaco/finger_error_threshold] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,837: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,837: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,838: +SERVICE [/rosout/set_logger_level] /rosout http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:23,839: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,841: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,843: +PARAM [/robot_description_kinematics/arm/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,843: +PARAM [/move_group/arm/longest_valid_segment_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,844: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/frountier_threshold] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,844: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,845: +PARAM [/move_group/arm/projection_evaluator] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,846: +PUB [/rosout_agg] /rosout http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:23,846: +PARAM [/move_group/planner_configs/RRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:43:23,874: +SUB [/rosout] /rosout http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:25,534: +PUB [/rosout] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:43530/
[rosmaster.master][INFO] 2016-07-13 20:43:25,537: +SERVICE [/jaco_arm_trajectory_node/get_loggers] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:43530/
[rosmaster.master][INFO] 2016-07-13 20:43:25,541: +SERVICE [/jaco_arm_trajectory_node/set_logger_level] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:43530/
[rosmaster.master][INFO] 2016-07-13 20:43:25,556: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:26,841: +PUB [/rosout] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,843: +SERVICE [/jaco_manipulation/get_loggers] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,845: +SERVICE [/jaco_manipulation/set_logger_level] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,860: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:26,892: +SUB [/mico_arm/fingers_controller/gripper/status] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,915: +SUB [/mico_arm/fingers_controller/gripper/feedback] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,926: +SUB [/mico_arm/fingers_controller/gripper/result] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,931: +PUB [/mico_arm/fingers_controller/gripper/goal] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,934: +PUB [/mico_arm/fingers_controller/gripper/cancel] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,944: +PUB [/mico_arm/cartesian_cmd] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,947: +PUB [/mico_arm/angular_cmd] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:26,958: +SUB [/mico_arm/joint_states] /jaco_manipulation http://ros-indigo-desktop-trusty64:53223/
[rosmaster.master][INFO] 2016-07-13 20:43:28,088: +PUB [/rosout] /jaco_conversions http://ros-indigo-desktop-trusty64:34061/
[rosmaster.master][INFO] 2016-07-13 20:43:28,089: +SERVICE [/jaco_conversions/get_loggers] /jaco_conversions http://ros-indigo-desktop-trusty64:34061/
[rosmaster.master][INFO] 2016-07-13 20:43:28,092: +SERVICE [/jaco_conversions/set_logger_level] /jaco_conversions http://ros-indigo-desktop-trusty64:34061/
[rosmaster.master][INFO] 2016-07-13 20:43:28,103: +SERVICE [/mico_conversions/euler_to_quaternion] /jaco_conversions http://ros-indigo-desktop-trusty64:34061/
[rosmaster.master][INFO] 2016-07-13 20:43:28,106: +SERVICE [/mico_conversions/quaternion_to_euler] /jaco_conversions http://ros-indigo-desktop-trusty64:34061/
[rosmaster.master][INFO] 2016-07-13 20:43:28,165: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:29,579: +PUB [/rosout] /jaco_kinematics http://ros-indigo-desktop-trusty64:45605/
[rosmaster.master][INFO] 2016-07-13 20:43:29,585: +SERVICE [/jaco_kinematics/get_loggers] /jaco_kinematics http://ros-indigo-desktop-trusty64:45605/
[rosmaster.master][INFO] 2016-07-13 20:43:29,588: +SERVICE [/jaco_kinematics/set_logger_level] /jaco_kinematics http://ros-indigo-desktop-trusty64:45605/
[rosmaster.master][INFO] 2016-07-13 20:43:29,601: +SERVICE [/mico_arm/kinematics/fk] /jaco_kinematics http://ros-indigo-desktop-trusty64:45605/
[rosmaster.master][INFO] 2016-07-13 20:43:29,671: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:30,855: +PUB [/rosout] /robot_state_publisher http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:30,859: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:30,862: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:30,879: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:30,884: +PUB [/tf] /robot_state_publisher http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:30,918: +SUB [/joint_states] /robot_state_publisher http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:33,587: +PUB [/rosout] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:33,589: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:33,591: +SERVICE [/move_group/get_loggers] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:33,592: +SERVICE [/move_group/set_logger_level] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:33,609: +SUB [/tf] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:33,637: +SUB [/tf_static] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:34,266: +PUB [/rosout] /joint_state_publisher http://ros-indigo-desktop-trusty64:40993/
[rosmaster.master][INFO] 2016-07-13 20:43:34,275: +SERVICE [/joint_state_publisher/get_loggers] /joint_state_publisher http://ros-indigo-desktop-trusty64:40993/
[rosmaster.master][INFO] 2016-07-13 20:43:34,278: +SERVICE [/joint_state_publisher/set_logger_level] /joint_state_publisher http://ros-indigo-desktop-trusty64:40993/
[rosmaster.master][INFO] 2016-07-13 20:43:34,293: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:55449/
[rosmaster.master][INFO] 2016-07-13 20:43:34,354: +SUB [/mico_arm/joint_states] /joint_state_publisher http://ros-indigo-desktop-trusty64:40993/
[rosmaster.master][INFO] 2016-07-13 20:43:34,356: +PUB [/joint_states] /joint_state_publisher http://ros-indigo-desktop-trusty64:40993/
[rosmaster.master][INFO] 2016-07-13 20:43:34,395: publisherUpdate[/joint_states] -> http://ros-indigo-desktop-trusty64:48335/
[rosmaster.master][INFO] 2016-07-13 20:43:38,862: +SERVICE [/move_group/planning_scene_monitor/set_parameters] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,864: +PUB [/move_group/planning_scene_monitor/parameter_descriptions] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,866: +PUB [/move_group/planning_scene_monitor/parameter_updates] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,874: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,876: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,878: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,879: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,881: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,883: +PUB [/move_group/monitored_planning_scene] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,885: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,888: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,890: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,893: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,895: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:38,907: +SUB [/planning_scene] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,917: +SUB [/collision_object] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,930: +SUB [/planning_scene_world] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,936: +SERVICE [/move_group/save_map] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:38,939: +SERVICE [/move_group/load_map] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:39,191: +SUB [/joint_states] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:39,199: +SUB [/attached_collision_object] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:40,027: +SERVICE [/move_group/ompl/set_parameters] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:40,030: +PUB [/move_group/ompl/parameter_descriptions] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:40,032: +PUB [/move_group/ompl/parameter_updates] /move_group http://ros-indigo-desktop-trusty64:34976/
[rosmaster.master][INFO] 2016-07-13 20:43:40,044: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,047: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,049: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,051: +PARAM [/move_group/ompl/link_for_exploration_tree] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,053: +PARAM [/move_group/ompl/display_random_valid_states] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,059: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,062: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:43:40,064: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
