[rosmaster.main][INFO] 2016-07-13 20:45:28,017: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-07-13 20:45:28,018: Starting ROS Master Node
[rosmaster.master][INFO] 2016-07-13 20:45:28,997: +PARAM [/move_group/controller_list] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:28,998: +PARAM [/move_group/max_safe_path_cost] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:28,998: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/delay_collision_checking] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:28,999: +PARAM [/joint_state_publisher/source_list] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:28,999: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,000: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,000: +PARAM [/move_group/planner_configs/PRMkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,001: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,001: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/border_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,002: +PARAM [/move_group/planner_configs/PRMkConfigDefault/max_nearest_neighbors] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,002: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,003: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,003: +PARAM [/move_group/allowed_execution_duration_scaling] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,004: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,004: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,005: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,006: +PARAM [/robot_description_planning/joint_limits/mico_joint_2/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,006: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,007: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,007: +PARAM [/move_group/planner_configs/SBLkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,008: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/frountierNodeRatio] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,008: +PARAM [/robot_description_kinematics/arm/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,009: +PARAM [/move_group/moveit_controller_manager] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,009: +PARAM [/move_group/planning_plugin] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,009: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,010: +PARAM [/wpi_jaco/max_speed_finger] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,010: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/max_states_failed] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,011: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,011: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,012: +PARAM [/move_group/planner_configs/ESTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,012: +PARAM [/rviz_ros_indigo_desktop_trusty64_9695_5156047396434483442/arm/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,013: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,013: +PARAM [/wpi_jaco/gripper_open] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,013: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,014: +PARAM [/move_group/planner_configs/PRMstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,014: +PARAM [/move_group/planner_configs/RRTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,015: +PARAM [/move_group/allow_trajectory_execution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,015: +PARAM [/move_group/planner_configs/ESTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,016: +PARAM [/move_group/start_state_max_bounds_error] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,016: +PARAM [/robot_description_kinematics/arm/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,017: +PARAM [/move_group/max_range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,017: +PARAM [/move_group/arm/planner_configs] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,017: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,018: +PARAM [/joint_state_publisher/use_gui] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,019: +PARAM [/rviz_ros_indigo_desktop_trusty64_9695_5156047396434483442/arm/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,019: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,020: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,020: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/border_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,021: +PARAM [/wpi_jaco/arm_name] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,021: +PARAM [/robot_description_planning/joint_limits/mico_joint_6/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,022: +PARAM [/move_group/moveit_manage_controllers] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,022: +PARAM [/rviz_ros_indigo_desktop_trusty64_9695_5156047396434483442/arm/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,023: +PARAM [/move_group/planner_configs/ESTkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,023: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/border_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,023: +PARAM [/move_group/jiggle_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,024: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,024: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,024: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,025: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/temp_change_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,025: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,026: +PARAM [/move_group/planner_configs/SBLkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,026: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,026: +PARAM [/move_group/capabilities] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,027: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,027: +PARAM [/wpi_jaco/num_fingers] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,028: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,028: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/k_constant] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,029: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,029: +PARAM [/robot_state_publisher/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,030: +PARAM [/robot_description_planning/joint_limits/mico_joint_3/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,031: +PARAM [/wpi_jaco/finger_scale] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,031: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,032: +PARAM [/robot_description_planning/joint_limits/mico_joint_4/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,033: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,034: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,034: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,035: +SERVICE [/rosout/get_loggers] /rosout http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:29,036: +PARAM [/move_group/request_adapters] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,037: +PARAM [/wpi_jaco/gripper_closed] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,038: +SERVICE [/rosout/set_logger_level] /rosout http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:29,038: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/min_temperature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,040: +PARAM [/wpi_jaco/max_curvature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,041: +PARAM [/rviz_ros_indigo_desktop_trusty64_9695_5156047396434483442/arm/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,042: +PARAM [/move_group/octomap_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,042: +PARAM [/move_group/allowed_goal_duration_margin] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,043: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,043: +PUB [/rosout_agg] /rosout http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:29,044: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,045: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/init_temperature] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,047: +PARAM [/robot_description_planning/joint_limits/mico_joint_1/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,048: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,049: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,051: +PARAM [/robot_description_planning/joint_limits/mico_joint_2/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,052: +PARAM [/robot_description_kinematics/arm/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,053: +PARAM [/wpi_jaco/finger_error_threshold] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,054: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,055: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,056: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,057: +SUB [/rosout] /rosout http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:29,057: +PARAM [/robot_description_planning/joint_limits/mico_joint_5/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,058: +PARAM [/robot_description_kinematics/arm/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,059: +PARAM [/move_group/arm/longest_valid_segment_fraction] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,060: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/frountier_threshold] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,060: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,060: +PARAM [/move_group/arm/projection_evaluator] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:29,061: +PARAM [/move_group/planner_configs/RRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2016-07-13 20:45:30,208: +PUB [/rosout] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:59309/
[rosmaster.master][INFO] 2016-07-13 20:45:30,211: +SERVICE [/jaco_arm_trajectory_node/get_loggers] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:59309/
[rosmaster.master][INFO] 2016-07-13 20:45:30,214: +SERVICE [/jaco_arm_trajectory_node/set_logger_level] /jaco_arm_trajectory_node http://ros-indigo-desktop-trusty64:59309/
[rosmaster.master][INFO] 2016-07-13 20:45:30,225: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:31,213: +PUB [/rosout] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,217: +SERVICE [/jaco_manipulation/get_loggers] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,219: +SERVICE [/jaco_manipulation/set_logger_level] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,228: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:31,270: +SUB [/mico_arm/fingers_controller/gripper/status] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,285: +SUB [/mico_arm/fingers_controller/gripper/feedback] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,295: +SUB [/mico_arm/fingers_controller/gripper/result] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,300: +PUB [/mico_arm/fingers_controller/gripper/goal] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,303: +PUB [/mico_arm/fingers_controller/gripper/cancel] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,314: +PUB [/mico_arm/cartesian_cmd] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,316: +PUB [/mico_arm/angular_cmd] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:31,327: +SUB [/mico_arm/joint_states] /jaco_manipulation http://ros-indigo-desktop-trusty64:44891/
[rosmaster.master][INFO] 2016-07-13 20:45:32,231: +PUB [/rosout] /jaco_conversions http://ros-indigo-desktop-trusty64:45562/
[rosmaster.master][INFO] 2016-07-13 20:45:32,232: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:32,237: +SERVICE [/jaco_conversions/get_loggers] /jaco_conversions http://ros-indigo-desktop-trusty64:45562/
[rosmaster.master][INFO] 2016-07-13 20:45:32,242: +SERVICE [/jaco_conversions/set_logger_level] /jaco_conversions http://ros-indigo-desktop-trusty64:45562/
[rosmaster.master][INFO] 2016-07-13 20:45:32,254: +SERVICE [/mico_conversions/euler_to_quaternion] /jaco_conversions http://ros-indigo-desktop-trusty64:45562/
[rosmaster.master][INFO] 2016-07-13 20:45:32,256: +SERVICE [/mico_conversions/quaternion_to_euler] /jaco_conversions http://ros-indigo-desktop-trusty64:45562/
[rosmaster.master][INFO] 2016-07-13 20:45:33,256: +PUB [/rosout] /jaco_kinematics http://ros-indigo-desktop-trusty64:48150/
[rosmaster.master][INFO] 2016-07-13 20:45:33,258: +SERVICE [/jaco_kinematics/get_loggers] /jaco_kinematics http://ros-indigo-desktop-trusty64:48150/
[rosmaster.master][INFO] 2016-07-13 20:45:33,261: +SERVICE [/jaco_kinematics/set_logger_level] /jaco_kinematics http://ros-indigo-desktop-trusty64:48150/
[rosmaster.master][INFO] 2016-07-13 20:45:33,269: +SERVICE [/mico_arm/kinematics/fk] /jaco_kinematics http://ros-indigo-desktop-trusty64:48150/
[rosmaster.master][INFO] 2016-07-13 20:45:33,335: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:34,192: +PUB [/rosout] /robot_state_publisher http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:34,194: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:34,197: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:34,208: +PUB [/tf] /robot_state_publisher http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:34,228: +SUB [/joint_states] /robot_state_publisher http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:34,240: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:36,402: +PUB [/rosout] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:36,409: +SERVICE [/move_group/get_loggers] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:36,419: +SERVICE [/move_group/set_logger_level] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:36,446: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:36,457: +SUB [/tf] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:36,484: +SUB [/tf_static] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:36,785: +PUB [/rosout] /joint_state_publisher http://ros-indigo-desktop-trusty64:51537/
[rosmaster.master][INFO] 2016-07-13 20:45:36,794: +SERVICE [/joint_state_publisher/get_loggers] /joint_state_publisher http://ros-indigo-desktop-trusty64:51537/
[rosmaster.master][INFO] 2016-07-13 20:45:36,799: +SERVICE [/joint_state_publisher/set_logger_level] /joint_state_publisher http://ros-indigo-desktop-trusty64:51537/
[rosmaster.master][INFO] 2016-07-13 20:45:36,848: publisherUpdate[/rosout] -> http://ros-indigo-desktop-trusty64:33822/
[rosmaster.master][INFO] 2016-07-13 20:45:37,018: +SUB [/mico_arm/joint_states] /joint_state_publisher http://ros-indigo-desktop-trusty64:51537/
[rosmaster.master][INFO] 2016-07-13 20:45:37,023: +PUB [/joint_states] /joint_state_publisher http://ros-indigo-desktop-trusty64:51537/
[rosmaster.master][INFO] 2016-07-13 20:45:37,057: publisherUpdate[/joint_states] -> http://ros-indigo-desktop-trusty64:50451/
[rosmaster.master][INFO] 2016-07-13 20:45:40,970: +SERVICE [/move_group/planning_scene_monitor/set_parameters] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:40,972: +PUB [/move_group/planning_scene_monitor/parameter_descriptions] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:40,974: +PUB [/move_group/planning_scene_monitor/parameter_updates] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:40,982: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,984: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,986: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,987: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,989: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,991: +PUB [/move_group/monitored_planning_scene] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:40,994: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,996: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,998: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:40,999: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,002: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,010: +SUB [/planning_scene] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,020: +SUB [/collision_object] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,029: +SUB [/planning_scene_world] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,038: +SERVICE [/move_group/save_map] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,040: +SERVICE [/move_group/load_map] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,273: +SUB [/joint_states] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,281: +SUB [/attached_collision_object] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,973: +SERVICE [/move_group/ompl/set_parameters] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,976: +PUB [/move_group/ompl/parameter_descriptions] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,977: +PUB [/move_group/ompl/parameter_updates] /move_group http://ros-indigo-desktop-trusty64:34435/
[rosmaster.master][INFO] 2016-07-13 20:45:41,986: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,989: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,992: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,994: +PARAM [/move_group/ompl/link_for_exploration_tree] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:41,999: +PARAM [/move_group/ompl/display_random_valid_states] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:42,003: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:42,005: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2016-07-13 20:45:42,007: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
